SKU_ID,Category,Vendor,Week,Store_Location,Units_Sold,Unit_Cost,Lead_Time_Days
SKU_0196,Home & Kitchen,Vendor_2,28,Store_12,17.0,100.1,26
SKU_0215,Home & Kitchen,Vendor_1,50,Store_4,37.0,93.47,22
SKU_0009,Home & Kitchen,Vendor_10,26,Store_4,38.0,154.98,5
SKU_0735,Electronics,Vendor_6,31,Store_3,23.0,135.57,25
SKU_0457,Health & Beauty,Vendor_8,30,Store_7,39.0,81.99,21
SKU_0991,Clothing,Vendor_9,32,Store_15,39.0,84.39,18
SKU_0572,Clothing,Vendor_9,12,Store_15,1.0,123.53,23
SKU_0931,Clothing,Vendor_1,4,Store_5,25.0,8.05,28
SKU_0871,Home & Kitchen,Vendor_5,26,Store_9,17.0,43.05,28
SKU_0541,Electronics,Vendor_5,13,Store_13,15.0,196.0,16
SKU_0519,Health & Beauty,Vendor_7,17,Store_9,14.0,73.89,15
SKU_0705,Electronics,Vendor_7,3,Store_15,35.0,118.99,28
SKU_0619,Toys,Vendor_6,21,Store_15,20.0,27.24,9
SKU_0392,Health & Beauty,Vendor_2,28,Store_4,20.0,93.42,12
SKU_0143,Toys,Vendor_3,33,Store_15,,36.4,9
SKU_0771,Health & Beauty,Vendor_4,34,Store_3,31.0,198.27,6
SKU_0267,Toys,Vendor_2,47,Store_14,24.0,109.72,5
SKU_0362,Toys,Vendor_2,51,Store_2,14.0,48.7,10
SKU_0239,Health & Beauty,Vendor_6,30,Store_15,15.0,179.37,8
SKU_0016,Clothing,Vendor_7,39,Store_1,32.0,124.2,24
SKU_0606,Home & Kitchen,Vendor_4,25,Store_1,17.0,35.48,26
SKU_0711,Health & Beauty,Vendor_3,36,Store_7,19.0,58.41,9
SKU_0523,Toys,Vendor_10,51,Store_5,18.0,120.43,21
SKU_0571,Clothing,Vendor_4,29,Store_6,15.0,39.87,29
SKU_0648,Health & Beauty,Vendor_10,33,Store_6,22.0,69.4,5
SKU_0711,Health & Beauty,Vendor_3,47,Store_12,29.0,58.41,9
SKU_0764,Health & Beauty,Vendor_5,2,Store_14,8.0,24.92,18
SKU_0764,Health & Beauty,Vendor_5,38,Store_3,32.0,24.92,18
SKU_0030,Toys,Vendor_5,43,Store_3,13.0,73.86,27
SKU_0633,Toys,Vendor_6,30,Store_3,14.0,25.81,26
SKU_0661,Health & Beauty,Vendor_7,36,Store_13,22.0,98.7,27
SKU_0135,Home & Kitchen,Vendor_2,37,Store_4,21.0,54.55,5
SKU_0556,Health & Beauty,Vendor_8,27,Store_5,6.0,197.64,4
SKU_0018,Health & Beauty,Vendor_5,40,Store_4,34.0,166.71,3
SKU_0103,Toys,Vendor_3,29,Store_7,24.0,64.87,6
SKU_0249,Toys,Vendor_1,40,Store_14,30.0,10.66,25
SKU_0367,Toys,Vendor_1,15,Store_7,14.0,147.26,17
SKU_0901,Home & Kitchen,Vendor_5,3,Store_8,35.0,61.88,10
SKU_0125,Electronics,Vendor_2,40,Store_15,18.0,39.97,3
SKU_0984,Clothing,Vendor_1,12,Store_9,32.0,6.36,25
SKU_0985,Home & Kitchen,Vendor_6,39,Store_14,19.0,117.48,28
SKU_0375,Electronics,Vendor_5,13,Store_4,26.0,149.95,26
SKU_0168,Home & Kitchen,Vendor_10,19,Store_13,22.0,14.79,11
SKU_0790,Electronics,Vendor_5,37,Store_11,40.0,118.88,23
SKU_0587,Toys,Vendor_1,15,Store_9,14.0,198.37,5
SKU_0098,Clothing,Vendor_7,40,Store_12,19.0,64.12,20
SKU_0851,Home & Kitchen,Vendor_2,34,Store_8,15.0,196.06,20
SKU_0703,Clothing,Vendor_4,27,Store_12,9.0,90.6,5
SKU_0196,Home & Kitchen,Vendor_2,38,Store_12,6.0,100.1,26
SKU_0830,Electronics,Vendor_8,9,Store_3,16.0,43.36,4
SKU_0634,Home & Kitchen,Vendor_9,11,Store_4,21.0,15.53,18
SKU_0954,Health & Beauty,Vendor_10,30,Store_12,5.0,177.12,15
SKU_0975,Toys,Vendor_7,49,Store_2,23.0,30.75,28
SKU_0983,Toys,Vendor_5,3,Store_13,9.0,54.7,24
SKU_0996,Clothing,Vendor_5,34,Store_10,27.0,91.88,8
SKU_0157,Toys,Vendor_5,9,Store_9,23.0,28.49,2
SKU_0724,Toys,Vendor_5,12,Store_14,1.0,7.87,13
SKU_0531,Clothing,Vendor_9,28,Store_11,29.0,171.66,20
SKU_0958,Health & Beauty,Vendor_8,47,Store_6,18.0,145.18,3
SKU_0686,Electronics,Vendor_8,22,Store_4,19.0,54.01,27
SKU_0674,Toys,Vendor_8,2,Store_7,9.0,69.48,22
SKU_0612,Electronics,Vendor_2,39,Store_1,19.0,83.73,8
SKU_0709,Electronics,Vendor_10,31,Store_9,39.0,167.0,2
SKU_0304,Health & Beauty,Vendor_7,36,Store_11,13.0,176.2,2
SKU_0550,Clothing,Vendor_10,16,Store_15,11.0,194.74,5
SKU_0234,Toys,Vendor_6,47,Store_5,26.0,52.57,17
SKU_0316,Clothing,Vendor_2,43,Store_15,33.0,166.87,19
SKU_0299,Toys,Vendor_7,6,Store_5,21.0,162.73,5
SKU_0834,Electronics,Vendor_1,48,Store_7,9.0,64.01,25
SKU_0881,Toys,Vendor_8,48,,10.0,142.76,16
SKU_0030,Toys,Vendor_5,37,Store_13,14.0,73.86,27
SKU_0738,Toys,Vendor_9,45,Store_6,11.0,190.9,26
SKU_0512,Toys,Vendor_10,42,Store_1,19.0,40.78,16
SKU_0633,Toys,Vendor_6,4,Store_6,17.0,25.81,26
SKU_0371,Clothing,Vendor_9,16,Store_4,,100.24,26
SKU_0333,Electronics,Vendor_6,42,Store_12,20.0,37.32,27
SKU_0908,Home & Kitchen,Vendor_4,2,Store_14,11.0,73.73,14
SKU_0906,Clothing,Vendor_4,28,Store_3,,121.94,5
SKU_0278,Home & Kitchen,Vendor_7,30,Store_15,20.0,108.83,29
SKU_0140,Health & Beauty,Vendor_7,28,Store_1,23.0,47.32,3
SKU_0852,Health & Beauty,Vendor_6,50,Store_10,10.0,96.62,21
SKU_0648,Health & Beauty,Vendor_10,4,Store_12,29.0,69.4,5
SKU_0602,Toys,Vendor_1,25,Store_1,,179.97,17
SKU_0604,Toys,Vendor_6,8,Store_3,36.0,175.1,20
SKU_0439,Toys,Vendor_8,24,Store_14,25.0,99.91,13
SKU_0152,Electronics,Vendor_3,27,Store_2,18.0,97.36,22
SKU_0189,Electronics,Vendor_6,23,Store_11,18.0,162.16,7
SKU_0357,Toys,Vendor_5,32,Store_10,23.0,165.38,19
SKU_0133,Toys,Vendor_5,30,Store_15,33.0,16.78,23
SKU_0145,Toys,Vendor_2,39,Store_13,13.0,169.91,5
SKU_0076,Clothing,Vendor_7,28,Store_15,11.0,115.77,25
SKU_0384,Toys,Vendor_4,8,Store_8,30.0,118.12,7
SKU_0894,Toys,Vendor_5,10,Store_13,6.0,8.82,29
SKU_0430,Toys,Vendor_3,41,Store_7,22.0,48.88,24
SKU_0393,Health & Beauty,Vendor_9,4,Store_6,14.0,97.22,22
SKU_0502,Electronics,Vendor_4,14,Store_12,15.0,20.49,20
SKU_0902,Electronics,Vendor_7,12,Store_5,35.0,99.3,5
SKU_0449,Electronics,Vendor_2,7,Store_3,14.0,6.36,3
SKU_0342,Toys,Vendor_2,26,Store_7,7.0,22.62,11
SKU_0475,Home & Kitchen,Vendor_7,20,Store_3,8.0,72.48,2
SKU_0412,Clothing,Vendor_3,28,Store_4,30.0,9.18,23
SKU_0655,Health & Beauty,Vendor_6,31,Store_4,20.0,55.02,8
SKU_0434,Home & Kitchen,Vendor_9,30,Store_13,6.0,176.66,23
SKU_0372,Toys,Vendor_8,47,Store_7,21.0,37.29,13
SKU_0554,Health & Beauty,Vendor_1,32,Store_3,6.0,23.93,11
SKU_0445,Health & Beauty,Vendor_6,44,Store_3,27.0,63.12,23
SKU_0226,Electronics,Vendor_10,52,Store_7,37.0,18.36,2
SKU_0879,Health & Beauty,Vendor_10,39,Store_8,23.0,31.3,11
SKU_0940,Electronics,Vendor_6,31,Store_2,27.0,159.09,11
SKU_0765,Clothing,Vendor_5,11,Store_3,0.0,32.56,7
SKU_0272,Electronics,Vendor_3,34,Store_7,13.0,112.45,6
SKU_0562,Electronics,Vendor_8,44,Store_4,16.0,176.2,25
SKU_0866,Health & Beauty,Vendor_9,49,Store_6,7.0,34.72,17
SKU_0290,Toys,Vendor_9,49,Store_15,20.0,123.16,11
SKU_0401,Home & Kitchen,Vendor_5,36,Store_12,2.0,156.48,9
SKU_0694,Electronics,Vendor_3,3,Store_8,47.0,9.87,21
SKU_0831,Toys,Vendor_9,32,Store_15,19.0,185.28,17
SKU_0019,Electronics,Vendor_5,8,Store_9,22.0,134.58,19
SKU_0178,Electronics,Vendor_9,17,,14.0,50.21,25
SKU_0662,Clothing,Vendor_4,17,Store_4,18.0,148.04,8
SKU_0175,Toys,Vendor_9,39,Store_15,21.0,31.55,14
SKU_0816,Toys,Vendor_6,29,Store_12,18.0,22.05,19
SKU_0532,Clothing,Vendor_7,45,Store_5,11.0,25.29,17
SKU_0509,Health & Beauty,Vendor_6,39,Store_13,23.0,56.74,14
SKU_0266,Electronics,Vendor_3,22,Store_8,15.0,53.17,27
SKU_0968,Health & Beauty,Vendor_10,4,Store_6,15.0,21.99,17
SKU_0180,Electronics,Vendor_9,24,Store_7,14.0,162.52,23
SKU_0012,Home & Kitchen,Vendor_3,26,Store_10,37.0,119.96,24
SKU_0781,Clothing,Vendor_6,52,Store_13,0.0,94.39,6
SKU_0793,Toys,Vendor_2,44,Store_5,19.0,91.12,24
SKU_0334,Health & Beauty,Vendor_9,38,Store_14,11.0,7.76,22
SKU_0038,Health & Beauty,Vendor_10,33,Store_10,2.0,151.46,9
SKU_0007,Home & Kitchen,Vendor_10,20,Store_4,2.0,68.77,16
SKU_0966,Clothing,Vendor_4,2,Store_2,18.0,140.16,17
SKU_0141,Electronics,Vendor_5,14,Store_8,20.0,48.06,10
SKU_0688,Electronics,Vendor_5,4,Store_13,25.0,95.63,5
SKU_0165,Home & Kitchen,Vendor_6,47,Store_7,18.0,167.19,18
SKU_0499,Electronics,Vendor_6,15,Store_4,26.0,75.64,6
SKU_0923,Health & Beauty,Vendor_4,34,Store_6,12.0,63.76,22
SKU_0764,Health & Beauty,Vendor_5,48,Store_14,12.0,24.92,18
SKU_0760,Clothing,Vendor_6,15,Store_4,23.0,177.83,12
SKU_0080,Toys,Vendor_8,48,Store_8,24.0,80.64,24
SKU_0918,Electronics,Vendor_10,41,Store_12,23.0,13.78,23
SKU_0214,Clothing,Vendor_10,37,Store_3,13.0,78.74,23
SKU_0072,Health & Beauty,Vendor_6,11,Store_1,18.0,188.59,2
SKU_0825,Electronics,Vendor_1,12,Store_9,19.0,47.24,28
SKU_0190,Home & Kitchen,Vendor_2,21,Store_2,0.0,17.13,18
SKU_0333,Electronics,Vendor_6,50,Store_5,5.0,37.32,27
SKU_0251,Electronics,Vendor_9,14,Store_5,48.0,120.51,14
SKU_0138,Clothing,Vendor_7,19,Store_4,30.0,124.37,14
SKU_0504,Home & Kitchen,Vendor_4,36,Store_2,22.0,40.73,4
SKU_0263,Health & Beauty,Vendor_9,49,Store_11,37.0,134.95,29
SKU_0907,Health & Beauty,Vendor_3,7,Store_5,,183.91,10
SKU_0908,Home & Kitchen,Vendor_4,15,Store_15,19.0,73.73,14
SKU_0206,Home & Kitchen,Vendor_5,31,Store_15,10.0,11.47,17
SKU_0946,Home & Kitchen,Vendor_6,31,Store_11,22.0,10.74,18
SKU_0848,Home & Kitchen,Vendor_5,18,Store_6,30.0,8.13,23
SKU_0470,Toys,Vendor_7,34,Store_5,21.0,93.11,21
SKU_0731,Health & Beauty,Vendor_9,30,Store_12,26.0,146.51,5
SKU_0763,Health & Beauty,Vendor_5,41,Store_3,32.0,29.5,13
SKU_0275,Home & Kitchen,Vendor_1,1,Store_8,16.0,65.37,19
SKU_0810,Health & Beauty,Vendor_5,23,Store_4,26.0,104.41,7
SKU_0409,Health & Beauty,Vendor_10,28,Store_12,5.0,4.65,21
SKU_0764,Health & Beauty,Vendor_5,12,Store_15,33.0,24.92,18
SKU_0363,Toys,Vendor_4,41,Store_10,24.0,75.54,17
SKU_0783,Electronics,Vendor_5,10,Store_13,12.0,15.34,3
SKU_0960,Electronics,Vendor_10,25,Store_11,19.0,138.11,12
SKU_0548,Clothing,Vendor_3,16,Store_1,9.0,43.53,28
SKU_0050,Toys,Vendor_3,44,Store_5,17.0,5.97,10
SKU_0790,Electronics,Vendor_5,20,Store_14,8.0,118.88,23
SKU_0823,Clothing,Vendor_2,24,Store_12,26.0,35.14,13
SKU_0130,Health & Beauty,Vendor_4,40,Store_6,18.0,60.88,12
SKU_0417,Clothing,Vendor_3,36,Store_10,27.0,75.5,11
SKU_0213,Home & Kitchen,Vendor_7,27,Store_11,12.0,102.7,28
SKU_0354,Toys,Vendor_9,35,Store_2,12.0,149.69,17
SKU_0873,Electronics,Vendor_9,10,Store_6,35.0,147.45,3
SKU_0202,Home & Kitchen,Vendor_7,2,Store_14,23.0,176.73,2
SKU_0912,Home & Kitchen,Vendor_2,29,Store_5,,89.8,17
SKU_0064,Clothing,Vendor_5,29,Store_12,20.0,47.02,25
SKU_0925,Home & Kitchen,Vendor_9,41,Store_5,23.0,8.1,29
SKU_0800,Home & Kitchen,Vendor_7,18,Store_14,21.0,7.43,25
SKU_0783,Electronics,Vendor_5,15,Store_6,25.0,15.34,3
SKU_0328,Health & Beauty,Vendor_7,39,Store_15,25.0,156.52,19
SKU_0695,Electronics,Vendor_9,41,Store_12,17.0,121.61,4
SKU_0367,Toys,Vendor_1,41,Store_8,34.0,147.26,17
SKU_0302,Health & Beauty,Vendor_6,37,Store_2,0.0,57.02,12
SKU_0126,Toys,Vendor_3,41,Store_8,17.0,43.93,17
SKU_0768,Health & Beauty,Vendor_8,12,Store_4,10.0,148.71,26
SKU_0767,Clothing,Vendor_1,13,Store_12,18.0,128.3,6
SKU_0805,Clothing,Vendor_2,42,Store_9,6.0,129.86,9
SKU_0408,Toys,Vendor_4,35,Store_14,24.0,95.47,28
SKU_0911,Toys,Vendor_3,36,Store_1,30.0,92.28,7
SKU_0160,Home & Kitchen,Vendor_2,3,Store_13,36.0,117.27,29
SKU_0455,Toys,Vendor_8,37,Store_8,0.0,196.14,4
SKU_0463,Health & Beauty,Vendor_1,3,Store_5,0.0,169.69,28
SKU_0322,Clothing,Vendor_2,18,Store_1,33.0,168.71,21
SKU_0959,Home & Kitchen,Vendor_1,30,Store_3,0.0,57.51,9
SKU_0704,Toys,Vendor_6,14,Store_13,35.0,95.91,25
SKU_0769,Health & Beauty,Vendor_8,43,Store_12,18.0,106.94,29
SKU_0766,Toys,Vendor_1,15,Store_15,,36.03,2
SKU_0256,Home & Kitchen,Vendor_9,22,Store_10,11.0,34.41,4
SKU_0904,Toys,Vendor_5,27,Store_2,23.0,113.42,2
SKU_0243,Electronics,Vendor_10,23,Store_7,17.0,24.56,10
SKU_0427,Electronics,Vendor_8,6,Store_14,29.0,64.41,29
SKU_0555,Health & Beauty,Vendor_9,44,Store_15,22.0,152.4,5
SKU_0298,Home & Kitchen,Vendor_1,27,Store_13,35.0,112.49,9
SKU_0283,Electronics,Vendor_5,42,Store_10,16.0,193.1,27
SKU_0689,Electronics,Vendor_4,52,Store_8,13.0,196.8,5
SKU_0379,Clothing,Vendor_8,15,Store_14,21.0,113.98,24
SKU_0211,Home & Kitchen,Vendor_9,40,Store_9,24.0,22.86,27
SKU_0660,Home & Kitchen,Vendor_3,25,Store_2,2.0,45.6,24
SKU_0460,Home & Kitchen,Vendor_8,46,Store_8,28.0,110.67,4
SKU_0904,Toys,Vendor_5,19,Store_1,26.0,113.42,2
SKU_0675,Electronics,Vendor_9,1,Store_15,8.0,34.64,4
SKU_0547,Health & Beauty,Vendor_5,1,Store_15,14.0,164.95,25
SKU_0135,Home & Kitchen,Vendor_2,18,Store_5,17.0,54.55,5
SKU_0737,Electronics,Vendor_9,35,Store_12,19.0,144.25,20
SKU_0577,Clothing,Vendor_9,5,Store_4,18.0,169.06,9
SKU_0357,Toys,Vendor_5,11,Store_15,34.0,165.38,19
SKU_0831,Toys,Vendor_9,28,Store_11,18.0,185.28,17
SKU_0173,Clothing,Vendor_3,11,Store_12,19.0,100.87,11
SKU_0639,Toys,Vendor_2,25,Store_15,9.0,165.26,26
SKU_0374,Home & Kitchen,Vendor_10,49,Store_3,28.0,198.24,6
SKU_0060,Clothing,Vendor_1,42,Store_10,23.0,102.35,20
SKU_0040,Clothing,Vendor_3,4,Store_5,23.0,83.08,7
SKU_0469,Electronics,Vendor_6,32,Store_11,19.0,172.67,21
SKU_0614,Home & Kitchen,Vendor_1,26,Store_10,12.0,96.86,25
SKU_0342,Toys,Vendor_2,42,Store_1,28.0,22.62,11
SKU_0879,Health & Beauty,Vendor_10,23,Store_3,21.0,31.3,11
SKU_0099,Clothing,Vendor_7,15,Store_2,26.0,122.06,13
SKU_0265,Toys,Vendor_3,50,Store_10,0.0,176.1,13
SKU_0294,Toys,Vendor_9,38,Store_12,0.0,116.28,12
SKU_0331,Home & Kitchen,Vendor_1,35,Store_3,12.0,133.28,3
SKU_0895,Electronics,Vendor_2,14,Store_6,31.0,193.98,2
SKU_0173,Clothing,Vendor_3,46,Store_9,4.0,100.87,11
SKU_0180,Electronics,Vendor_9,18,Store_2,5.0,162.52,23
SKU_0284,Toys,Vendor_1,20,Store_15,19.0,98.7,13
SKU_0251,Electronics,Vendor_9,19,Store_6,18.0,120.51,14
SKU_0400,Clothing,Vendor_6,34,Store_5,27.0,182.06,11
SKU_0943,Home & Kitchen,Vendor_10,18,Store_7,25.0,198.94,14
SKU_0512,Toys,Vendor_10,50,Store_14,16.0,40.78,16
SKU_0121,Clothing,Vendor_3,23,Store_15,22.0,121.31,19
SKU_0336,Clothing,Vendor_1,6,Store_14,25.0,37.9,6
SKU_0804,Health & Beauty,Vendor_4,47,Store_10,21.0,34.79,26
SKU_0186,Toys,Vendor_2,17,Store_10,24.0,22.23,26
SKU_0952,Home & Kitchen,Vendor_10,26,Store_3,12.0,164.74,2
SKU_0880,Home & Kitchen,Vendor_3,36,Store_2,5.0,170.81,22
SKU_0586,Health & Beauty,Vendor_8,43,,21.0,131.75,16
SKU_0407,Electronics,Vendor_3,38,Store_11,25.0,184.68,18
SKU_0507,Toys,Vendor_1,18,Store_13,30.0,72.62,20
SKU_0994,Clothing,Vendor_3,36,Store_8,21.0,144.52,12
SKU_0211,Home & Kitchen,Vendor_9,7,Store_11,9.0,22.86,27
SKU_0458,Home & Kitchen,Vendor_1,20,Store_3,17.0,109.42,22
SKU_0564,Toys,Vendor_4,15,Store_4,17.0,50.38,24
SKU_0909,Electronics,Vendor_5,50,Store_9,19.0,145.69,15
SKU_0813,Electronics,Vendor_8,38,Store_15,12.0,78.4,29
SKU_0273,Electronics,Vendor_5,14,Store_2,22.0,37.76,25
SKU_0867,Toys,Vendor_5,3,Store_11,31.0,117.43,7
SKU_0967,Electronics,Vendor_7,9,Store_13,14.0,3.21,19
SKU_0923,Health & Beauty,Vendor_4,20,Store_9,36.0,63.76,22
SKU_0483,Clothing,Vendor_7,18,Store_8,12.0,151.31,24
SKU_0033,Toys,Vendor_9,26,Store_1,1.0,68.05,7
SKU_0602,Toys,Vendor_1,21,Store_14,17.0,179.97,17
SKU_0042,Electronics,Vendor_9,21,Store_1,13.0,164.72,13
SKU_0135,Home & Kitchen,Vendor_2,7,Store_15,16.0,54.55,5
SKU_0609,Clothing,Vendor_8,7,Store_11,13.0,46.89,16
SKU_0900,Home & Kitchen,Vendor_2,50,Store_11,17.0,99.4,18
SKU_0294,Toys,Vendor_9,18,Store_5,27.0,116.28,12
SKU_0419,Health & Beauty,Vendor_6,21,Store_13,11.0,169.27,6
SKU_0907,Health & Beauty,Vendor_3,45,Store_3,28.0,183.91,10
SKU_0191,Clothing,Vendor_5,27,Store_2,19.0,57.31,13
SKU_0195,Toys,Vendor_6,21,Store_14,19.0,165.38,12
SKU_0068,Clothing,Vendor_4,48,Store_8,28.0,49.33,18
SKU_0847,Toys,Vendor_9,21,Store_14,31.0,32.01,10
SKU_0559,Electronics,Vendor_9,36,Store_9,6.0,64.18,18
SKU_0964,Health & Beauty,Vendor_8,52,,1.0,127.15,2
SKU_0330,Clothing,Vendor_8,49,Store_14,19.0,29.29,28
SKU_0644,Home & Kitchen,Vendor_7,21,Store_9,43.0,14.77,18
SKU_0603,Health & Beauty,Vendor_9,38,Store_6,20.0,130.85,28
SKU_0970,Health & Beauty,Vendor_2,38,Store_10,0.0,136.99,11
SKU_0209,Toys,Vendor_8,11,Store_15,21.0,132.49,9
SKU_0889,Clothing,Vendor_2,16,Store_2,6.0,149.68,23
SKU_0170,Toys,Vendor_7,27,Store_6,12.0,75.54,13
SKU_0250,Home & Kitchen,Vendor_2,18,Store_15,36.0,23.94,9
SKU_0574,Home & Kitchen,Vendor_1,10,Store_13,17.0,116.3,6
SKU_0299,Toys,Vendor_7,9,Store_2,31.0,162.73,5
SKU_0049,Clothing,Vendor_1,39,Store_14,12.0,194.88,20
SKU_0496,Electronics,Vendor_9,43,Store_1,27.0,57.92,14
SKU_0769,Health & Beauty,Vendor_8,37,Store_2,37.0,106.94,29
SKU_0440,Electronics,Vendor_6,2,Store_6,27.0,195.95,14
SKU_0599,Health & Beauty,Vendor_3,11,Store_10,14.0,48.09,19
SKU_0787,Clothing,Vendor_3,14,Store_9,21.0,17.37,2
SKU_0049,Clothing,Vendor_1,23,Store_10,18.0,194.88,20
SKU_0329,Clothing,Vendor_7,12,Store_11,,45.01,7
SKU_0535,Home & Kitchen,Vendor_2,28,Store_9,24.0,197.71,29
SKU_0206,Home & Kitchen,Vendor_5,13,Store_4,23.0,11.47,17
SKU_0576,Health & Beauty,Vendor_4,46,Store_7,30.0,161.63,11
SKU_0106,Health & Beauty,Vendor_7,33,Store_2,30.0,133.93,8
SKU_0694,Electronics,Vendor_3,47,Store_13,22.0,9.87,21
SKU_0004,Health & Beauty,Vendor_8,10,Store_4,23.0,69.54,21
SKU_0974,Health & Beauty,Vendor_1,16,Store_15,8.0,96.7,5
SKU_0872,Toys,Vendor_3,2,Store_13,35.0,156.91,29
SKU_0752,Toys,Vendor_10,5,Store_11,14.0,110.82,21
SKU_0347,Home & Kitchen,Vendor_4,29,Store_3,33.0,120.68,9
SKU_0174,Toys,Vendor_1,40,Store_1,30.0,54.67,15
SKU_0061,Clothing,Vendor_6,9,Store_6,,33.54,18
SKU_0780,Electronics,Vendor_3,10,Store_6,12.0,44.78,23
SKU_0003,Home & Kitchen,Vendor_5,50,Store_4,,5.13,15
SKU_0162,Electronics,Vendor_3,49,,16.0,39.56,4
SKU_0309,Health & Beauty,Vendor_8,47,Store_4,8.0,123.77,25
SKU_0269,Health & Beauty,Vendor_3,44,Store_15,13.0,45.77,9
SKU_0601,Home & Kitchen,Vendor_9,41,Store_12,13.0,13.7,26
SKU_0015,Toys,Vendor_6,10,Store_7,8.0,70.02,13
SKU_0300,Electronics,Vendor_10,41,Store_1,13.0,148.86,16
SKU_0334,Health & Beauty,Vendor_9,25,Store_10,10.0,7.76,22
SKU_0454,Health & Beauty,Vendor_8,4,Store_1,21.0,109.93,18
SKU_0415,Electronics,Vendor_1,35,Store_4,8.0,157.85,10
SKU_0335,Toys,Vendor_2,2,Store_7,,35.04,15
SKU_0955,Electronics,Vendor_9,43,Store_6,27.0,140.61,6
SKU_0901,Home & Kitchen,Vendor_5,10,Store_12,11.0,61.88,10
SKU_0250,Home & Kitchen,Vendor_2,9,Store_7,13.0,23.94,9
SKU_0871,Home & Kitchen,Vendor_5,32,Store_14,20.0,43.05,28
SKU_0893,Clothing,Vendor_9,49,Store_9,10.0,94.42,14
SKU_0281,Clothing,Vendor_3,47,Store_1,31.0,137.69,18
SKU_0335,Toys,Vendor_2,48,Store_13,16.0,35.04,15
SKU_0541,Electronics,Vendor_5,40,,29.0,196.0,16
SKU_0709,Electronics,Vendor_10,15,Store_5,22.0,167.0,2
SKU_0091,Home & Kitchen,Vendor_1,12,Store_15,18.0,32.45,5
SKU_0484,Health & Beauty,Vendor_2,33,Store_7,16.0,5.55,11
SKU_0360,Health & Beauty,Vendor_3,45,Store_10,32.0,26.23,13
SKU_0242,Electronics,Vendor_1,2,Store_3,15.0,95.92,20
SKU_0819,Health & Beauty,Vendor_7,6,Store_13,16.0,168.66,10
SKU_0640,Health & Beauty,Vendor_8,29,Store_3,21.0,16.7,28
SKU_0282,Health & Beauty,Vendor_8,6,Store_14,25.0,20.19,28
SKU_0716,Toys,Vendor_3,44,Store_11,37.0,10.79,28
SKU_0911,Toys,Vendor_3,51,Store_12,8.0,92.28,7
SKU_0021,Clothing,Vendor_4,46,Store_7,7.0,128.75,3
SKU_0500,Electronics,Vendor_4,36,Store_14,18.0,91.44,12
SKU_0818,Electronics,Vendor_1,11,Store_2,11.0,107.15,21
SKU_0305,Home & Kitchen,Vendor_5,35,Store_7,30.0,132.2,18
SKU_0910,Clothing,Vendor_6,45,Store_2,2.0,179.1,11
SKU_0636,Electronics,Vendor_9,41,Store_13,25.0,11.13,17
SKU_0614,Home & Kitchen,Vendor_1,29,Store_11,22.0,96.86,25
SKU_0975,Toys,Vendor_7,6,Store_2,7.0,30.75,28
SKU_0639,Toys,Vendor_2,48,Store_2,21.0,165.26,26
SKU_0523,Toys,Vendor_10,42,Store_12,20.0,120.43,21
SKU_0983,Toys,Vendor_5,47,Store_14,30.0,54.7,24
SKU_0142,Health & Beauty,Vendor_3,10,Store_10,22.0,45.72,25
SKU_0922,Health & Beauty,Vendor_1,23,Store_7,33.0,49.6,28
SKU_0064,Clothing,Vendor_5,44,Store_2,21.0,47.02,25
SKU_0204,Electronics,Vendor_10,38,Store_11,25.0,197.68,24
SKU_0741,Clothing,Vendor_5,37,Store_11,19.0,2.42,8
SKU_0403,Electronics,Vendor_6,2,Store_13,20.0,13.34,16
SKU_0118,Home & Kitchen,Vendor_6,10,Store_14,25.0,170.59,8
SKU_0187,Health & Beauty,Vendor_7,28,Store_3,14.0,132.42,4
SKU_0124,Home & Kitchen,Vendor_8,29,Store_6,9.0,113.76,5
SKU_0050,Toys,Vendor_3,42,Store_3,6.0,5.97,10
SKU_0601,Home & Kitchen,Vendor_9,23,Store_1,2.0,13.7,26
SKU_0857,Home & Kitchen,Vendor_2,45,Store_7,13.0,72.52,3
SKU_0509,Health & Beauty,Vendor_6,15,Store_11,14.0,56.74,14
SKU_0588,Electronics,Vendor_8,8,Store_4,11.0,16.39,29
SKU_0261,Clothing,Vendor_8,28,Store_15,44.0,4.52,14
SKU_0139,Clothing,Vendor_1,10,Store_5,21.0,127.37,14
SKU_0367,Toys,Vendor_1,27,Store_10,22.0,147.26,17
SKU_0321,Clothing,Vendor_3,13,Store_3,21.0,151.74,21
SKU_0305,Home & Kitchen,Vendor_5,17,Store_8,18.0,132.2,18
SKU_0034,Electronics,Vendor_10,10,Store_11,25.0,116.93,18
SKU_0296,Health & Beauty,Vendor_10,34,Store_7,12.0,87.89,22
SKU_0944,Home & Kitchen,Vendor_7,24,Store_4,24.0,19.78,9
SKU_0166,Clothing,Vendor_8,26,Store_15,35.0,126.6,23
SKU_0921,Home & Kitchen,Vendor_2,33,Store_7,18.0,61.09,21
SKU_0369,Toys,Vendor_9,48,Store_15,27.0,36.35,28
SKU_0005,Health & Beauty,Vendor_5,52,Store_9,11.0,164.1,22
SKU_0576,Health & Beauty,Vendor_4,9,Store_7,23.0,161.63,11
SKU_0667,Health & Beauty,Vendor_3,47,Store_10,20.0,191.25,10
SKU_0811,Toys,Vendor_1,5,Store_11,22.0,77.02,27
SKU_0603,Health & Beauty,Vendor_9,41,Store_13,4.0,130.85,28
